Day	Experiment	Variant	Users	Buy	winner_variant
2021-08-01 19	{search/results-target-web-motors	7327	14	0.0	None
2021-08-01 19	{search/results-target-web-motors	7328	17	0.0	None
2021-08-01 19	{searchbackend/recommended-products	6157	84	0.0	None
2021-08-01 19	{searchbackend/recommended-products	6158	87	2.0	None
2021-08-01 19	{vip/showV2V3BoxMessages	6430	50	1.0	6430
2021-08-01 20	 buyingflow/address_hub	3574	11	0.0	3574
2021-08-01 20	 buyingflow/escWebMLA	2874	6	0.0	2874
2021-08-01 20	 cookiesConsentBanner	DEFAULT	267	2.0	DEFAULT
2021-08-01 20	 filters/sort-by-ranking	6971	76	0.0	None
2021-08-01 20	 filters/sort-by-ranking	6972	89	1.0	None
2021-08-01 20	 filters/sort-by-ranking	7057	86	1.0	None
2021-08-01 20	 frontend/assetsCdnDomainMLA	DEFAULT	189	4.0	DEFAULT
2021-08-01 20	 frontend/assetsCdnDomainMLU	DEFAULT	190	3.0	DEFAULT
2021-08-01 20	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	103	1.0	3809
2021-08-01 20	 mclics/search-list-algorithms	5528	96	1.0	5528
2021-08-01 20	 mclics/search-pads-none-desktop-mla	3478	89	0.0	3478
2021-08-01 20	 mclics/search-pads-none-desktop-mla	3479	2	0.0	3478
2021-08-01 20	 mclics/show-pads-global	5175	1	0.0	5176
2021-08-01 20	 mclics/show-pads-global	5176	99	1.0	5176
2021-08-01 20	 mclics/show-pads-search-list	5145	1	0.0	5146
2021-08-01 20	 mclics/show-pads-search-list	5146	97	1.0	5146
2021-08-01 20	 mshops/HideTransitionModal	6647	1	0.0	None
2021-08-01 20	 pdp/viewItemPageMigrationDesktopQuotableSRV	7179	1	0.0	7179
2021-08-01 20	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	72	0.0	None
2021-08-01 20	 pdp/viewItemPageMigrationReturns	5208	94	0.0	None
2021-08-01 20	 qadb/sa-on-vip	6695	10	0.0	6695
2021-08-01 20	 qadb/sa-on-vip	6696	8	0.0	6695
2021-08-01 20	 search/back-filters	5059	208	3.0	5059
2021-08-01 20	 search/best-seller-aa-testing-fail-fast-edition	4514	82	0.0	None
2021-08-01 20	 search/best-seller-aa-testing-fail-fast-edition	4515	55	0.0	None
2021-08-01 20	 search/best-seller-fail-fast-edition-MLA	4916	124	1.0	4916
2021-08-01 20	 search/checkOnBehavior	348	2	0.0	None
2021-08-01 20	 search/checkOnBehavior	349	2	0.0	None
2021-08-01 20	 search/enable-map-layout	5929	5	0.0	5929
2021-08-01 20	 search/remove-ecn-tag	4954	112	0.0	4954
2021-08-01 20	 search/tendency-landing-enabled-MLA	6980	29	0.0	6980
2021-08-01 20	 search/ungroup-products	3273	77	0.0	3273
2021-08-01 20	 search/web-layout-default-res	6806	3	0.0	None
2021-08-01 20	 search/web-layout-default-res	6807	2	0.0	None
2021-08-01 20	 searchbackend/cbt-antiboost	6333	186	3.0	6333
2021-08-01 20	 searchbackend/item-reputation	3824	191	2.0	3824
2021-08-01 20	 searchbackend/official-store-orders-boost	4313	9	0.0	4314
2021-08-01 20	 searchbackend/official-store-orders-boost	4314	8	0.0	4314
2021-08-01 20	 searchbackend/recommended-products	6157	64	0.0	None
2021-08-01 20	 searchbackend/recommended-products	6158	53	1.0	None
2021-08-01 20	 searchbackend/seller-reputation-change	4552	56	3.0	4553
2021-08-01 20	 searchbackend/seller-reputation-change	4553	168	1.0	4553
2021-08-01 20	 splinter/official-stores	4926	4	0.0	4926
2021-08-01 20	 vip/carousel-v2p-above-the-fold	6786	58	1.0	None
2021-08-01 20	 vip/carousel-v2p-above-the-fold	6787	69	2.0	None
2021-08-01 20	 vip/seller-with-tooltip	4692	134	1.0	4692
2021-08-01 20	 vip/shippingCalculatorMigrationModalExperiment	6551	115	1.0	None
2021-08-01 20	 vip/showV2V3BoxMessages	6430	109	0.0	None
2021-08-01 20	{buyingflow/user-track	6796	12	0.0	6796
2021-08-01 20	{cookiesConsentBanner	DEFAULT	17	0.0	DEFAULT
2021-08-01 20	{pdp/viewItemPageMigrationDesktopRES	5941	4	0.0	5941
2021-08-01 20	{qadb/sa-on-vip	6695	4	0.0	None
2021-08-01 20	{qadb/sa-on-vip	6696	4	0.0	None
2021-08-01 20	{search/remove-ecn-tag	4954	174	2.0	None
2021-08-01 20	{search/results-target-web-motors	7327	16	1.0	None
2021-08-01 20	{search/results-target-web-motors	7328	12	0.0	None
2021-08-01 20	{searchbackend/recommended-products	6157	78	1.0	None
2021-08-01 20	{searchbackend/recommended-products	6158	71	1.0	None
2021-08-01 20	{vip/showV2V3BoxMessages	6430	39	0.0	6430
2021-08-01 21	 buyingflow/address_hub	3574	4	0.0	3574
2021-08-01 21	 buyingflow/escWebMLA	2874	4	0.0	2874
2021-08-01 21	 cookiesConsentBanner	DEFAULT	230	4.0	DEFAULT
2021-08-01 21	 filters/sort-by-ranking	6971	82	0.0	None
2021-08-01 21	 filters/sort-by-ranking	6972	80	1.0	None
2021-08-01 21	 filters/sort-by-ranking	7057	74	1.0	None
2021-08-01 21	 frontend/assetsCdnDomainMLA	DEFAULT	178	2.0	DEFAULT
2021-08-01 21	 frontend/assetsCdnDomainMLU	DEFAULT	174	1.0	DEFAULT
2021-08-01 21	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	91	1.0	3809
2021-08-01 21	 mclics/search-list-algorithms	5528	95	0.0	5528
2021-08-01 21	 mclics/search-pads-none-desktop-mla	3478	91	0.0	3478
2021-08-01 21	 mclics/show-pads-global	5175	2	0.0	5176
2021-08-01 21	 mclics/show-pads-global	5176	87	0.0	5176
2021-08-01 21	 mclics/show-pads-search-list	5146	91	0.0	5146
2021-08-01 21	 pdp/cpgShowOnlyAddToCart	6690	1	0.0	6690
2021-08-01 21	 pdp/viewItemPageMigrationDesktopQuotableSRV	7179	2	0.0	7179
2021-08-01 21	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	56	1.0	None
2021-08-01 21	 pdp/viewItemPageMigrationReturns	5208	85	1.0	None
2021-08-01 21	 qadb/sa-on-vip	6695	10	0.0	6695
2021-08-01 21	 qadb/sa-on-vip	6696	8	0.0	6695
2021-08-01 21	 search/back-filters	5059	174	0.0	5059
2021-08-01 21	 search/best-seller-aa-testing-fail-fast-edition	4514	50	0.0	None
2021-08-01 21	 search/best-seller-aa-testing-fail-fast-edition	4515	61	0.0	None
2021-08-01 21	 search/best-seller-fail-fast-edition-MLA	4916	98	1.0	4916
2021-08-01 21	 search/checkOnBehavior	348	1	0.0	None
2021-08-01 21	 search/enable-map-layout	5929	5	0.0	5929
2021-08-01 21	 search/remove-ecn-tag	4954	115	0.0	4954
2021-08-01 21	 search/tendency-landing-enabled-MLA	6980	19	0.0	6980
2021-08-01 21	 search/ungroup-products	3273	61	1.0	3273
2021-08-01 21	 search/web-layout-default-res	6806	1	0.0	None
2021-08-01 21	 search/web-layout-default-res	6807	4	0.0	None
2021-08-01 21	 searchbackend/cbt-antiboost	6333	155	1.0	6333
2021-08-01 21	 searchbackend/item-reputation	3824	191	1.0	3824
2021-08-01 21	 searchbackend/official-store-orders-boost	4313	2	0.0	4314
2021-08-01 21	 searchbackend/official-store-orders-boost	4314	1	0.0	4314
2021-08-01 21	 searchbackend/recommended-products	6157	57	0.0	None
2021-08-01 21	 searchbackend/recommended-products	6158	56	0.0	None
2021-08-01 21	 searchbackend/seller-reputation-change	4552	44	0.0	4553
2021-08-01 21	 searchbackend/seller-reputation-change	4553	159	3.0	4553
2021-08-01 21	 vip/carousel-v2p-above-the-fold	6786	48	1.0	None
2021-08-01 21	 vip/carousel-v2p-above-the-fold	6787	52	0.0	None
2021-08-01 21	 vip/seller-with-tooltip	4692	111	1.0	4692
2021-08-01 21	 vip/shippingCalculatorMigrationModalExperiment	6551	95	0.0	None
2021-08-01 21	 vip/showV2V3BoxMessages	6430	93	3.0	None
2021-08-01 21	{buyingflow/user-track	6796	10	0.0	6796
2021-08-01 21	{cookiesConsentBanner	DEFAULT	14	0.0	DEFAULT
2021-08-01 21	{pdp/viewItemPageMigrationDesktopRES	5941	9	1.0	5941
2021-08-01 21	{qadb/sa-on-vip	6695	4	0.0	None
2021-08-01 21	{qadb/sa-on-vip	6696	4	0.0	None
2021-08-01 21	{search/remove-ecn-tag	4954	158	0.0	None
2021-08-01 21	{search/results-target-web-motors	7327	7	0.0	None
2021-08-01 21	{search/results-target-web-motors	7328	7	0.0	None
2021-08-01 21	{searchbackend/recommended-products	6157	57	0.0	None
2021-08-01 21	{searchbackend/recommended-products	6158	60	0.0	None
2021-08-01 21	{vip/showV2V3BoxMessages	6430	32	0.0	6430
2021-08-01 22	 buyingflow/address_hub	3574	8	0.0	3574
2021-08-01 22	 buyingflow/escWebMLA	2874	2	0.0	2874
2021-08-01 22	 cookiesConsentBanner	DEFAULT	199	2.0	DEFAULT
2021-08-01 22	 filters/sort-by-ranking	6971	71	1.0	None
2021-08-01 22	 filters/sort-by-ranking	6972	55	0.0	None
2021-08-01 22	 filters/sort-by-ranking	7057	66	1.0	None
2021-08-01 22	 frontend/assetsCdnDomainMLA	DEFAULT	151	2.0	DEFAULT
2021-08-01 22	 frontend/assetsCdnDomainMLU	DEFAULT	165	0.0	DEFAULT
2021-08-01 22	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	65	1.0	3809
2021-08-01 22	 mclics/search-list-algorithms	5528	63	0.0	5528
2021-08-01 22	 mclics/search-pads-none-desktop-mla	3478	66	1.0	3478
2021-08-01 22	 mclics/show-pads-global	5175	4	0.0	5176
2021-08-01 22	 mclics/show-pads-global	5176	64	1.0	5176
2021-08-01 22	 mclics/show-pads-search-list	5146	61	0.0	5146
2021-08-01 22	 pdp/cpgShowOnlyAddToCart	6690	1	0.0	6690
2021-08-01 22	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	40	0.0	None
2021-08-01 22	 pdp/viewItemPageMigrationReturns	5208	72	0.0	None
2021-08-01 22	 qadb/sa-on-vip	6695	5	1.0	6695
2021-08-01 22	 qadb/sa-on-vip	6696	10	0.0	6695
2021-08-01 22	 search/back-filters	5059	157	1.0	5059
2021-08-01 22	 search/best-seller-aa-testing-fail-fast-edition	4514	51	0.0	None
2021-08-01 22	 search/best-seller-aa-testing-fail-fast-edition	4515	38	0.0	None
2021-08-01 22	 search/best-seller-fail-fast-edition-MLA	4916	91	0.0	4916
2021-08-01 22	 search/checkOnBehavior	348	1	0.0	None
2021-08-01 22	 search/checkOnBehavior	349	2	0.0	None
2021-08-01 22	 search/enable-map-layout	5929	7	0.0	5929
2021-08-01 22	 search/remove-ecn-tag	4954	83	1.0	4954
2021-08-01 22	 search/tendency-landing-enabled-MLA	6980	16	0.0	6980
2021-08-01 22	 search/ungroup-products	3273	57	0.0	3273
2021-08-01 22	 search/web-layout-default-res	6806	1	0.0	None
2021-08-01 22	 search/web-layout-default-res	6807	4	0.0	None
2021-08-01 22	 searchbackend/cbt-antiboost	6333	133	3.0	6333
2021-08-01 22	 searchbackend/item-reputation	3824	152	2.0	3824
2021-08-01 22	 searchbackend/official-store-orders-boost	4313	2	0.0	4314
2021-08-01 22	 searchbackend/official-store-orders-boost	4314	3	0.0	4314
2021-08-01 22	 searchbackend/recommended-products	6157	58	0.0	None
2021-08-01 22	 searchbackend/recommended-products	6158	42	0.0	None
2021-08-01 22	 searchbackend/seller-reputation-change	4552	48	0.0	4553
2021-08-01 22	 searchbackend/seller-reputation-change	4553	128	0.0	4553
2021-08-01 22	 vip/carousel-v2p-above-the-fold	6786	43	0.0	None
2021-08-01 22	 vip/carousel-v2p-above-the-fold	6787	62	1.0	None
2021-08-01 22	 vip/carousel-v2p-above-the-fold	DEFAULT	1	0.0	None
2021-08-01 22	 vip/seller-with-tooltip	4692	102	2.0	4692
2021-08-01 22	 vip/shippingCalculatorMigrationModalExperiment	6551	93	1.0	None
2021-08-01 22	 vip/showV2V3BoxMessages	6430	84	1.0	None
2021-08-01 22	 vip/showV2V3BoxMessages	DEFAULT	1	0.0	None
2021-08-01 22	{buyingflow/user-track	6796	10	0.0	6796
2021-08-01 22	{cookiesConsentBanner	DEFAULT	14	0.0	DEFAULT
2021-08-01 22	{mshops/HideTransitionModal	DEFAULT	1	0.0	None
2021-08-01 22	{pdp/viewItemPageMigrationDesktopRES	5941	5	0.0	5941
2021-08-01 22	{qadb/sa-on-vip	6695	3	0.0	None
2021-08-01 22	{qadb/sa-on-vip	6696	3	0.0	None
2021-08-01 22	{search/remove-ecn-tag	4954	126	3.0	None
2021-08-01 22	{search/results-target-web-motors	7327	3	0.0	None
2021-08-01 22	{search/results-target-web-motors	7328	23	1.0	None
2021-08-01 22	{searchbackend/recommended-products	6157	51	0.0	None
2021-08-01 22	{searchbackend/recommended-products	6158	51	2.0	None
2021-08-01 22	{vip/showV2V3BoxMessages	6430	24	1.0	6430
2021-08-01 23	 buyingflow/address_hub	3574	3	0.0	3574
2021-08-01 23	 buyingflow/escWebMLA	2874	2	0.0	2874
2021-08-01 23	 cookiesConsentBanner	DEFAULT	133	2.0	DEFAULT
2021-08-01 23	 filters/sort-by-ranking	6971	56	0.0	None
2021-08-01 23	 filters/sort-by-ranking	6972	22	0.0	None
2021-08-01 23	 filters/sort-by-ranking	7057	36	0.0	None
2021-08-01 23	 frontend/assetsCdnDomainMLA	DEFAULT	94	0.0	DEFAULT
2021-08-01 23	 frontend/assetsCdnDomainMLU	DEFAULT	97	1.0	DEFAULT
2021-08-01 23	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	41	1.0	3809
2021-08-01 23	 mclics/search-list-algorithms	5528	44	0.0	5528
2021-08-01 23	 mclics/search-pads-none-desktop-mla	3478	41	0.0	3478
2021-08-01 23	 mclics/show-pads-global	5176	36	0.0	5176
2021-08-01 23	 mclics/show-pads-search-list	5146	41	1.0	5146
2021-08-01 23	 pdp/viewItemPageMigrationDesktopQuotableSRV	7179	1	0.0	7179
2021-08-01 23	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	32	2.0	None
2021-08-01 23	 pdp/viewItemPageMigrationReturns	5208	50	0.0	None
2021-08-01 23	 qadb/sa-on-vip	6695	6	0.0	6695
2021-08-01 23	 search/back-filters	5059	98	2.0	5059
2021-08-01 23	 search/best-seller-aa-testing-fail-fast-edition	4514	26	0.0	None
2021-08-01 23	 search/best-seller-aa-testing-fail-fast-edition	4515	29	1.0	None
2021-08-01 23	 search/best-seller-fail-fast-edition-MLA	4916	51	1.0	4916
2021-08-01 23	 search/enable-map-layout	5929	6	0.0	5929
2021-08-01 23	 search/remove-ecn-tag	4954	52	0.0	4954
2021-08-01 23	 search/tendency-landing-enabled-MLA	6980	11	0.0	6980
2021-08-01 23	 search/ungroup-products	3273	30	0.0	3273
2021-08-01 23	 search/web-layout-default-res	6806	1	0.0	None
2021-08-01 23	 search/web-layout-default-res	6807	6	0.0	None
2021-08-01 23	 searchbackend/cbt-antiboost	6333	89	0.0	6333
2021-08-01 23	 searchbackend/item-reputation	3824	102	1.0	3824
2021-08-01 23	 searchbackend/official-store-orders-boost	4313	1	0.0	4314
2021-08-01 23	 searchbackend/official-store-orders-boost	4314	1	0.0	4314
2021-08-01 23	 searchbackend/recommended-products	6157	29	0.0	None
2021-08-01 23	 searchbackend/recommended-products	6158	28	0.0	None
2021-08-01 23	 searchbackend/seller-reputation-change	4552	26	0.0	4553
2021-08-01 23	 searchbackend/seller-reputation-change	4553	85	0.0	4553
2021-08-01 23	 vip/carousel-v2p-above-the-fold	6786	28	0.0	None
2021-08-01 23	 vip/carousel-v2p-above-the-fold	6787	20	0.0	None
2021-08-01 23	 vip/seller-with-tooltip	4692	62	1.0	4692
2021-08-01 23	 vip/shippingCalculatorMigrationModalExperiment	6551	56	0.0	None
2021-08-01 23	 vip/showV2V3BoxMessages	6430	59	0.0	None
2021-08-01 23	{buyingflow/user-track	6796	5	0.0	6796
2021-08-01 23	{cookiesConsentBanner	DEFAULT	9	0.0	DEFAULT
2021-08-01 23	{pdp/viewItemPageMigrationDesktopRES	5941	6	0.0	5941
2021-08-01 23	{qadb/sa-on-vip	6695	2	0.0	None
2021-08-01 23	{qadb/sa-on-vip	6696	4	0.0	None
2021-08-01 23	{search/remove-ecn-tag	4954	87	1.0	None
2021-08-01 23	{search/results-target-web-motors	7327	4	0.0	None
2021-08-01 23	{search/results-target-web-motors	7328	10	0.0	None
2021-08-01 23	{searchbackend/recommended-products	6157	30	1.0	None
2021-08-01 23	{searchbackend/recommended-products	6158	32	0.0	None
2021-08-01 23	{vip/showV2V3BoxMessages	6430	21	0.0	6430
2021-08-02 00	 buyingflow/address_hub	3574	1	0.0	3574
2021-08-02 00	 cookiesConsentBanner	DEFAULT	77	0.0	DEFAULT
2021-08-02 00	 filters/sort-by-ranking	6971	28	0.0	None
2021-08-02 00	 filters/sort-by-ranking	6972	28	0.0	None
2021-08-02 00	 filters/sort-by-ranking	7057	25	0.0	None
2021-08-02 00	 frontend/assetsCdnDomainMLA	DEFAULT	62	0.0	DEFAULT
2021-08-02 00	 frontend/assetsCdnDomainMLU	DEFAULT	65	0.0	DEFAULT
2021-08-02 00	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	23	0.0	3809
2021-08-02 00	 mclics/search-list-algorithms	5528	28	0.0	5528
2021-08-02 00	 mclics/search-pads-none-desktop-mla	3478	25	0.0	3478
2021-08-02 00	 mclics/search-pads-none-desktop-mla	3479	1	0.0	3478
2021-08-02 00	 mclics/show-pads-global	5176	31	0.0	5176
2021-08-02 00	 mclics/show-pads-search-list	5145	1	0.0	5146
2021-08-02 00	 mclics/show-pads-search-list	5146	26	0.0	5146
2021-08-02 00	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	22	0.0	None
2021-08-02 00	 pdp/viewItemPageMigrationReturns	5208	31	0.0	None
2021-08-02 00	 qadb/sa-on-vip	6695	7	0.0	6695
2021-08-02 00	 qadb/sa-on-vip	6696	2	0.0	6695
2021-08-02 00	 search/back-filters	5059	61	0.0	5059
2021-08-02 00	 search/best-seller-aa-testing-fail-fast-edition	4514	17	0.0	None
2021-08-02 00	 search/best-seller-aa-testing-fail-fast-edition	4515	16	0.0	None
2021-08-02 00	 search/best-seller-fail-fast-edition-MLA	4916	34	1.0	4916
2021-08-02 00	 search/checkOnBehavior	348	1	0.0	None
2021-08-02 00	 search/checkOnBehavior	349	1	0.0	None
2021-08-02 00	 search/enable-map-layout	5929	3	0.0	5929
2021-08-02 00	 search/remove-ecn-tag	4954	28	0.0	4954
2021-08-02 00	 search/tendency-landing-enabled-MLA	6980	14	0.0	6980
2021-08-02 00	 search/ungroup-products	3273	22	0.0	3273
2021-08-02 00	 search/web-layout-default-res	6806	2	0.0	None
2021-08-02 00	 search/web-layout-default-res	6807	2	0.0	None
2021-08-02 00	 searchbackend/cbt-antiboost	6333	55	0.0	6333
2021-08-02 00	 searchbackend/item-reputation	3824	63	0.0	3824
2021-08-02 00	 searchbackend/official-store-orders-boost	4313	2	0.0	4314
2021-08-02 00	 searchbackend/official-store-orders-boost	4314	1	0.0	4314
2021-08-02 00	 searchbackend/recommended-products	6157	23	0.0	None
2021-08-02 00	 searchbackend/recommended-products	6158	22	0.0	None
2021-08-02 00	 searchbackend/seller-reputation-change	4552	21	0.0	4553
2021-08-02 00	 searchbackend/seller-reputation-change	4553	46	0.0	4553
2021-08-02 00	 vip/carousel-v2p-above-the-fold	6786	20	0.0	None
2021-08-02 00	 vip/carousel-v2p-above-the-fold	6787	24	0.0	None
2021-08-02 00	 vip/seller-with-tooltip	4692	42	0.0	4692
2021-08-02 00	 vip/shippingCalculatorMigrationModalExperiment	6551	45	1.0	None
2021-08-02 00	 vip/showV2V3BoxMessages	6430	41	0.0	None
2021-08-02 00	{buyingflow/user-track	6796	1	0.0	6796
2021-08-02 00	{cookiesConsentBanner	DEFAULT	6	0.0	DEFAULT
2021-08-02 00	{pdp/viewItemPageMigrationDesktopRES	5941	1	0.0	5941
2021-08-02 00	{qadb/sa-on-vip	6695	2	0.0	None
2021-08-02 00	{search/remove-ecn-tag	4954	60	0.0	None
2021-08-02 00	{search/results-target-web-motors	7327	1	0.0	None
2021-08-02 00	{search/results-target-web-motors	7328	4	0.0	None
2021-08-02 00	{searchbackend/recommended-products	6157	18	0.0	None
2021-08-02 00	{searchbackend/recommended-products	6158	25	0.0	None
2021-08-02 00	{vip/showV2V3BoxMessages	6430	13	0.0	6430
2021-08-02 01	 buyingflow/address_hub	3574	1	0.0	3574
2021-08-02 01	 cookiesConsentBanner	DEFAULT	36	0.0	DEFAULT
2021-08-02 01	 filters/sort-by-ranking	6971	13	0.0	None
2021-08-02 01	 filters/sort-by-ranking	6972	16	0.0	None
2021-08-02 01	 filters/sort-by-ranking	7057	10	0.0	None
2021-08-02 01	 frontend/assetsCdnDomainMLA	DEFAULT	29	0.0	DEFAULT
2021-08-02 01	 frontend/assetsCdnDomainMLU	DEFAULT	29	0.0	DEFAULT
2021-08-02 01	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	8	0.0	3809
2021-08-02 01	 mclics/search-list-algorithms	5528	13	0.0	5528
2021-08-02 01	 mclics/search-pads-none-desktop-mla	3478	13	0.0	3478
2021-08-02 01	 mclics/show-pads-global	5175	1	0.0	5176
2021-08-02 01	 mclics/show-pads-global	5176	18	0.0	5176
2021-08-02 01	 mclics/show-pads-search-list	5146	14	0.0	5146
2021-08-02 01	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	10	0.0	None
2021-08-02 01	 pdp/viewItemPageMigrationReturns	5208	11	0.0	None
2021-08-02 01	 qadb/sa-on-vip	6696	2	0.0	6695
2021-08-02 01	 search/back-filters	5059	28	0.0	5059
2021-08-02 01	 search/best-seller-aa-testing-fail-fast-edition	4514	11	0.0	None
2021-08-02 01	 search/best-seller-aa-testing-fail-fast-edition	4515	10	0.0	None
2021-08-02 01	 search/best-seller-fail-fast-edition-MLA	4916	23	0.0	4916
2021-08-02 01	 search/checkOnBehavior	349	1	0.0	None
2021-08-02 01	 search/enable-map-layout	5929	2	0.0	5929
2021-08-02 01	 search/remove-ecn-tag	4954	22	0.0	4954
2021-08-02 01	 search/tendency-landing-enabled-MLA	6980	6	0.0	6980
2021-08-02 01	 search/ungroup-products	3273	9	0.0	3273
2021-08-02 01	 search/web-layout-default-res	6806	1	0.0	None
2021-08-02 01	 searchbackend/cbt-antiboost	6333	23	0.0	6333
2021-08-02 01	 searchbackend/item-reputation	3824	33	0.0	3824
2021-08-02 01	 searchbackend/recommended-products	6157	12	0.0	None
2021-08-02 01	 searchbackend/recommended-products	6158	9	0.0	None
2021-08-02 01	 searchbackend/seller-reputation-change	4552	9	0.0	4553
2021-08-02 01	 searchbackend/seller-reputation-change	4553	29	1.0	4553
2021-08-02 01	 vip/carousel-v2p-above-the-fold	6786	6	0.0	None
2021-08-02 01	 vip/carousel-v2p-above-the-fold	6787	13	0.0	None
2021-08-02 01	 vip/seller-with-tooltip	4692	20	0.0	4692
2021-08-02 01	 vip/shippingCalculatorMigrationModalExperiment	6551	18	1.0	None
2021-08-02 01	 vip/showV2V3BoxMessages	6430	14	0.0	None
2021-08-02 01	{buyingflow/user-track	6796	1	0.0	6796
2021-08-02 01	{pdp/viewItemPageMigrationDesktopRES	5941	4	0.0	5941
2021-08-02 01	{qadb/sa-on-vip	6695	1	0.0	None
2021-08-02 01	{search/remove-ecn-tag	4954	25	0.0	None
2021-08-02 01	{search/results-target-web-motors	7327	1	0.0	None
2021-08-02 01	{searchbackend/recommended-products	6157	9	0.0	None
2021-08-02 01	{searchbackend/recommended-products	6158	8	0.0	None
2021-08-02 01	{vip/showV2V3BoxMessages	6430	11	0.0	6430
2021-08-02 02	 cookiesConsentBanner	DEFAULT	20	0.0	DEFAULT
2021-08-02 02	 filters/sort-by-ranking	6971	10	0.0	None
2021-08-02 02	 filters/sort-by-ranking	6972	5	0.0	None
2021-08-02 02	 filters/sort-by-ranking	7057	10	0.0	None
2021-08-02 02	 frontend/assetsCdnDomainMLA	DEFAULT	16	0.0	DEFAULT
2021-08-02 02	 frontend/assetsCdnDomainMLU	DEFAULT	16	0.0	DEFAULT
2021-08-02 02	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	7	0.0	3809
2021-08-02 02	 mclics/search-list-algorithms	5528	6	0.0	5528
2021-08-02 02	 mclics/search-pads-none-desktop-mla	3478	7	0.0	3478
2021-08-02 02	 mclics/show-pads-global	5176	7	0.0	5176
2021-08-02 02	 mclics/show-pads-search-list	5146	8	0.0	5146
2021-08-02 02	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	1	0.0	None
2021-08-02 02	 pdp/viewItemPageMigrationReturns	5208	5	0.0	None
2021-08-02 02	 qadb/sa-on-vip	6696	1	0.0	6695
2021-08-02 02	 search/back-filters	5059	17	0.0	5059
2021-08-02 02	 search/best-seller-aa-testing-fail-fast-edition	4514	6	0.0	None
2021-08-02 02	 search/best-seller-aa-testing-fail-fast-edition	4515	6	0.0	None
2021-08-02 02	 search/best-seller-fail-fast-edition-MLA	4916	9	0.0	4916
2021-08-02 02	 search/enable-map-layout	5929	1	0.0	5929
2021-08-02 02	 search/remove-ecn-tag	4954	6	0.0	4954
2021-08-02 02	 search/tendency-landing-enabled-MLA	6980	2	0.0	6980
2021-08-02 02	 search/ungroup-products	3273	4	0.0	3273
2021-08-02 02	 search/web-layout-default-res	6806	1	0.0	None
2021-08-02 02	 searchbackend/cbt-antiboost	6333	13	0.0	6333
2021-08-02 02	 searchbackend/item-reputation	3824	16	0.0	3824
2021-08-02 02	 searchbackend/official-store-orders-boost	4313	1	0.0	4314
2021-08-02 02	 searchbackend/official-store-orders-boost	4314	1	0.0	4314
2021-08-02 02	 searchbackend/recommended-products	6157	5	0.0	None
2021-08-02 02	 searchbackend/recommended-products	6158	2	0.0	None
2021-08-02 02	 searchbackend/seller-reputation-change	4552	5	0.0	4553
2021-08-02 02	 searchbackend/seller-reputation-change	4553	13	0.0	4553
2021-08-02 02	 vip/carousel-v2p-above-the-fold	6786	6	0.0	None
2021-08-02 02	 vip/carousel-v2p-above-the-fold	6787	3	0.0	None
2021-08-02 02	 vip/seller-with-tooltip	4692	11	0.0	4692
2021-08-02 02	 vip/shippingCalculatorMigrationModalExperiment	6551	10	0.0	None
2021-08-02 02	 vip/showV2V3BoxMessages	6430	10	0.0	None
2021-08-02 02	{cookiesConsentBanner	DEFAULT	2	0.0	DEFAULT
2021-08-02 02	{pdp/viewItemPageMigrationDesktopRES	5941	3	0.0	5941
2021-08-02 02	{qadb/sa-on-vip	6695	1	0.0	None
2021-08-02 02	{search/remove-ecn-tag	4954	15	0.0	None
2021-08-02 02	{search/results-target-web-motors	7327	2	0.0	None
2021-08-02 02	{search/results-target-web-motors	7328	2	0.0	None
2021-08-02 02	{searchbackend/recommended-products	6157	6	0.0	None
2021-08-02 02	{searchbackend/recommended-products	6158	5	0.0	None
2021-08-02 02	{vip/showV2V3BoxMessages	6430	1	0.0	6430
2021-08-02 03	 cookiesConsentBanner	DEFAULT	9	0.0	DEFAULT
2021-08-02 03	 filters/sort-by-ranking	6971	2	0.0	None
2021-08-02 03	 frontend/assetsCdnDomainMLA	DEFAULT	6	0.0	DEFAULT
2021-08-02 03	 frontend/assetsCdnDomainMLU	DEFAULT	5	0.0	DEFAULT
2021-08-02 03	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	5	0.0	3809
2021-08-02 03	 mclics/search-list-algorithms	5528	1	0.0	5528
2021-08-02 03	 mclics/search-pads-none-desktop-mla	3478	3	0.0	3478
2021-08-02 03	 mclics/show-pads-global	5176	1	0.0	5176
2021-08-02 03	 mclics/show-pads-search-list	5146	2	0.0	5146
